genres,title,release_date,price,early_access,sentiment,metascore
"['Action', 'Indie']",Septic Savages,2016-10-21,7.99,False,1 user reviews,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Hellfrost Land of Fire (Savage Worlds),2016-11-01,24.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Rippers (Savage Worlds),2016-11-01,9.99,False,Sin comentarios,0.0
"['Indie', 'Strategy']",Megalo Polis,2016-02-26,9.99,False,6 user reviews,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Sundered Skies: Festival of Madness (Savage Worlds),2016-11-01,8.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Rippers Companion (Savage Worlds),2016-11-01,9.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Hellfrost: Shadows of Darkness,2016-11-01,7.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: Hell on Earth Reloaded,2016-11-01,24.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: Hell on Earth Reloaded Player's Guide,2016-11-01,4.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 50 Fathom's Player's Guide (Savage Worlds),2016-11-01,4.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Sundered Skies: Mists of the Savannah (Savage Worlds),2016-11-01,8.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 50 Fathoms (Savage Worlds),2016-11-01,9.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",Vulture Island,2016-10-31,4.99,False,8 user reviews,0.0
['Casual'],Mosaic: Game of Gods,2016-10-31,4.99,False,Positive,0.0
"['Action', 'Casual', 'Indie']",SPLIT BULLET,2016-10-31,3.99,False,Positive,0.0
"['Action', 'Indie']",The Ship: Remasted,2016-10-31,19.99,False,Mixed,0.0
"['Adventure', 'Indie', 'RPG']",Creepy Castle,2016-10-31,14.99,False,Very Positive,82.0
"['Indie', 'Simulation', 'Sports', 'Strategy']",Franchise Hockey Manager 3,2016-10-31,19.99,False,Mixed,64.0
['Indie'],Hero Boy,2016-10-31,4.99,False,3 user reviews,0.0
"['Casual', 'Indie']",Gem Forge,2016-11-01,0.99,False,8 user reviews,0.0
"['Casual', 'Indie']",Shift Orb,2016-11-01,4.99,False,1 user reviews,0.0
['Action'],Hybrid Wars - Yoko Takano,2016-11-01,4.99,False,Sin comentarios,0.0
['Simulation'],FSX Steam Edition: Pilatus PC-9/A Add-On,2016-11-01,24.99,False,6 user reviews,0.0
['Simulation'],FSX Steam Edition: US Cities X: Los Angeles Add-On,2016-11-01,18.99,False,9 user reviews,0.0
"['Action', 'Casual', 'Indie', 'Racing']",Gear Gauntlet,2016-11-01,6.99,False,1 user reviews,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros,2016-11-01,19.99,False,Mostly Negative,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - 80s Soundtrack,2016-11-01,1.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - Dubstep Soundtrack,2016-11-01,1.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - Heavy Metal Soundtrack,2016-11-01,1.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - Soundtrack Bundle 1,2016-11-01,3.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - Broettes,2016-11-01,2.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Indie']",Owlboy,2016-11-01,24.99,False,Very Positive,88.0
"['Adventure', 'Indie', 'RPG', 'Strategy']",Eisenwald: Blood of November,2016-11-01,8.99,False,Mixed,0.0
['Action'],Tom Clancy's Rainbow Six® Siege - Fuze Ghost Recon set,2016-11-01,6.99,False,Mostly Positive,0.0
"['Action', 'Casual', 'Indie', 'Strategy']",Kaiju-A-GoGo: Grave Goop Halloween Skin,2016-10-28,0.99,False,Sin comentarios,0.0
"['Adventure', 'Indie']",Layers of Fear - Soundtrack,2016-10-28,4.99,False,Positive,0.0
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Game Character Hub: Portfolio Edition,2016-10-28,24.99,False,Mixed,0.0
"['Action', 'Adventure', 'Indie']",The face of hope: Underground,2016-10-24,0.99,False,Mostly Negative,0.0
"['Action', 'Adventure', 'Massively Multiplayer']",Operation Breakout,2016-11-01,8.99,False,Negative,0.0
"['Casual', 'Indie']",Ball of Wonder,2016-10-28,2.99,False,7 user reviews,0.0
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: 2000 AD,2016-10-28,6.99,False,Sin comentarios,0.0
"['Indie', 'Strategy']",Grave Matters,2016-10-27,1.99,False,1 user reviews,0.0
"['Action', 'Indie']",ShapeRockets,2016-10-27,0.99,False,7 user reviews,0.0
['Strategy'],Reiner Knizia's The Confrontation - Variant Mode DLC,2016-10-27,9.99,False,Sin comentarios,0.0
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Female Halloween,2016-10-27,4.99,False,Sin comentarios,0.0
['Casual'],Just Dance 2017,2016-10-27,49.99,False,Very Positive,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - One on One Adventures #14: A Sickness in Silverton (PFRPG),2016-10-25,5.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Trail of the Apprentice: The Wizard's Dungeon (5E),2016-10-27,9.99,False,Sin comentarios,0.0
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Female Warrior,2016-10-27,6.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 1 on 1 Adventures #12: Journey into Riddle Canyon (PFRPG),2016-10-25,5.99,False,Sin comentarios,0.0
"['RPG', 'Strategy']",Hyperdimension Neptunia Re;Birth3 Deluxe Pack / 超次次元ゲイム ネプテューヌRe;Birth3 デラックスセット,2016-10-25,9.99,False,Positive,0.0
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Darkrock Ventures,2016-10-25,5.99,False,Sin comentarios,0.0
"['Action', 'Adventure']",First Order Siege of Takodana Level Pack,2016-10-25,2.99,False,Positive,0.0
"['Action', 'Indie', 'Early Access']",Blast Brawl 2: Bloody Boogaloo,2016-10-26,14.99,True,6 user reviews,0.0
"['Action', 'Indie']",BANG BANG BANG!,2014-07-12,9.99,False,8 user reviews,0.0
['Indie'],Scary Humans,2016-10-26,2.99,False,2 user reviews,0.0
"['Free to Play', 'Massively Multiplayer', 'Strategy']",Age of Cavemen - Starter Pack,2016-10-26,8.99,False,Sin comentarios,0.0
"['Action', 'Casual', 'Indie']",Flying Pengy,2016-10-26,0.99,False,2 user reviews,0.0
['Simulation'],TS Marketplace: Class 465 Southeastern Livery Pack Add-On,2016-10-26,4.99,False,2 user reviews,0.0
"['Casual', 'Indie', 'Strategy']",A Day in the Woods,2011-09-24,4.99,False,7 user reviews,0.0
"['Casual', 'Indie']",Death's Life,2016-10-26,2.99,False,Mixed,0.0
"['Action', 'Casual', 'Indie', 'Strategy']",LUXIS,2016-10-26,4.99,False,3 user reviews,0.0
"['Adventure', 'Indie', 'Massively Multiplayer']",Meadow Soundtrack,2016-10-26,2.99,False,Mixed,0.0
"['Adventure', 'Casual', 'Indie']",Shelter 2 Mountains EP,2016-10-26,0.99,False,1 user reviews,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",Project: R.E.B.O.O.T,2016-10-26,0.99,False,6 user reviews,0.0
"['Action', 'Adventure', 'Indie']",Ultimate Solid,2016-10-26,5.99,False,4 user reviews,0.0
['Simulation'],FSX Steam Edition: Final Approach Add-On,2016-10-26,5.99,False,Mixed,0.0
"['Adventure', 'Indie', 'RPG', 'Strategy']",Golden Swords,2016-10-26,8.99,False,Mixed,0.0
"['Action', 'Indie']",Exteria,2016-10-26,1.99,False,Mixed,0.0
"['Adventure', 'Casual']",Redemption Cemetery: Bitter Frost Collector's Edition,2016-10-26,9.99,False,Sin comentarios,0.0
['Indie'],The Solus Project - Official Soundtrack,2016-10-26,4.99,False,1 user reviews,0.0
"['Action', 'Indie', 'RPG']",Blackfaun,2016-10-26,14.99,False,Mixed,0.0
"['Casual', 'Indie']",Fiber Twig: Midnight Puzzle,2016-10-26,2.99,False,1 user reviews,0.0
['Indie'],Party Golf,2016-10-25,14.99,False,Positive,0.0
"['Action', 'Casual', 'Indie', 'Sports', 'Early Access']","Fire in the Goal ""轰个球""",2016-10-26,4.99,True,9 user reviews,0.0
"['Action', 'Casual', 'Indie']",Dashing Dinos,2016-10-26,9.99,False,2 user reviews,0.0
"['Indie', 'RPG']",Guild of Dungeoneering - Ice Cream Headaches,2016-10-26,4.99,False,2 user reviews,0.0
"['Adventure', 'Indie', 'Massively Multiplayer']",Meadow,2016-10-26,2.99,False,Very Positive,0.0
['RPG'],The Deep Paths: Labyrinth Of Andokost,2016-10-26,7.99,False,Mixed,0.0
['Indie'],Crazy Sapper 3D,2016-10-26,4.99,False,4 user reviews,0.0
"['Indie', 'Racing']",Wacky Wheels HD,2016-10-26,9.99,False,Mixed,0.0
"['Action', 'Indie']",VERSUS SQUAD,2016-10-26,7.99,False,Very Positive,0.0
"['Action', 'Indie']",Versus Squad - OST,2016-10-26,1.99,False,6 user reviews,0.0
"['Adventure', 'Indie']",The Beard in the Mirror,2016-10-25,8.99,False,5 user reviews,0.0
"['Casual', 'Indie', 'Strategy']",Slayaway Camp - Deluxe Edition DLC Pack,2016-10-25,3.99,False,9 user reviews,0.0
"['Adventure', 'Strategy']",Yomawari: Night Alone / 夜廻,2016-10-25,19.99,False,Very Positive,0.0
"['Simulation', 'Strategy']",Conflict of Heroes: Awakening the Bear,2012-05-08,29.99,False,Mixed,0.0
"['Simulation', 'Strategy']",Conflict of Heroes: Storms of Steel,2013-11-19,29.99,False,1 user reviews,0.0
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",Clicker Heroes: Zombie Auto Clicker,2016-10-24,9.99,False,Positive,0.0
"['Adventure', 'Indie']",21 Steps to Soul,2016-10-24,7.99,False,Mixed,0.0
"['Casual', 'Indie', 'Simulation', 'Strategy']",Mars Industries,2016-10-24,1.99,False,Mixed,0.0
"['Action', 'Casual', 'Indie']",Bumper Halloween,2016-10-24,0.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: New England Fall,2016-10-21,3.99,False,1 user reviews,0.0
"['Racing', 'Simulation', 'Sports']",Automobilista - Brit Pack,2016-10-21,19.99,False,Positive,0.0
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Aki,2016-10-21,2.99,False,Sin comentarios,0.0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Blood Ties,2016-10-21,1.99,False,Mixed,0.0
"['Action', 'Adventure', 'Indie']",Altar Guardian,2016-10-24,1.99,False,Mostly Negative,0.0
"['Action', 'Adventure', 'Indie']",Unearthing Colossal,2016-10-21,14.99,False,2 user reviews,0.0
"['Action', 'Adventure', 'Indie']",Unearthing Colossal - Soundtrack,2016-10-22,4.99,False,Sin comentarios,0.0
['Casual'],Dessert Storm,2016-10-23,1.99,False,3 user reviews,0.0
"['Action', 'Indie']",Wild Arena,2016-10-23,0.99,False,1 user reviews,0.0
['Adventure'],Kyurinaga's Revenge,2016-10-25,7.99,False,5 user reviews,0.0
"['Casual', 'Indie', 'Sports']",JumpBall,2016-10-25,0.99,False,Mixed,0.0
"['Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Halloween Content Pack,2016-10-25,9.99,False,1 user reviews,0.0
"['Adventure', 'Indie']",Murder Mystery Adventure,2016-10-25,7.99,False,4 user reviews,0.0
"['Adventure', 'Indie', 'RPG']",Iron Fish,2016-10-25,19.99,False,Mostly Negative,0.0
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pure Hold'em - Undead Card Deck,2016-10-25,1.99,False,Sin comentarios,0.0
"['Adventure', 'Indie', 'Strategy']",DROD: King Dugan's Dungeon,2016-10-25,4.99,False,3 user reviews,0.0
"['RPG', 'Strategy']",Mordheim: City of the Damned - Undead,2016-10-25,9.99,False,Positive,0.0
"['Action', 'Indie']",Monsters!,2016-10-25,4.99,False,2 user reviews,0.0
"['Action', 'Adventure', 'Indie', 'Strategy']",Lithium: Inmate 39,2016-10-25,9.99,False,Mixed,0.0
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Dragula”,2016-10-25,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Zombie Song Pack,2016-10-25,9.99,False,6 user reviews,0.0
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – White Zombie  - “Black Sunshine”,2016-10-25,2.99,False,1 user reviews,0.0
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Living Dead Girl”,2016-10-25,2.99,False,2 user reviews,0.0
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Superbeast”,2016-10-25,2.99,False,Sin comentarios,0.0
"['Indie', 'Early Access']",The Shape Of Heart,2016-10-25,2.99,True,Very Positive,0.0
"['Indie', 'Racing', 'Sports', 'Strategy', 'Early Access']",Chalo Chalo,2016-10-24,9.99,True,8 user reviews,0.0
"['Indie', 'Racing', 'Simulation', 'Sports']",Assetto Corsa - Porsche Pack I,2016-10-25,6.99,False,Very Positive,0.0
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Robocraft - Spooky Bundle,2016-10-24,19.99,False,Positive,0.0
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Forge of Gods: Twilight Destroyers pack,2016-10-24,9.99,False,2 user reviews,0.0
"['Casual', 'Simulation']",Clouds &amp; Sheep 2,2016-10-24,9.99,False,Mostly Positive,0.0
"['Action', 'Casual']",Bubble Blowout,2016-10-24,1.99,False,1 user reviews,0.0
"['Action', 'Racing', 'Simulation']",Trucker,2016-08-12,1.99,False,Mostly Negative,0.0
"['Action', 'Adventure', 'Indie']",Max Stern,2016-10-21,4.99,False,4 user reviews,0.0
"['Casual', 'Indie', 'Simulation']",The Cooking Game,2016-10-21,9.99,False,Mixed,0.0
"['Adventure', 'Free to Play', 'Indie']",Off-Peak Soundtrack,2015-04-29,6.99,False,2 user reviews,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - C&amp;C: A7 The Despairing Stone,2016-10-20,5.99,False,Sin comentarios,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - C&amp;C: A9 The Helm of Night,2016-10-20,6.99,False,Sin comentarios,0.0
"['Action', 'Indie']",Codename: Rogue Fleet - The Reinforcements,2016-10-21,4.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Indie']",Cursed Castilla (Maldita Castilla EX),2016-10-20,11.99,False,Very Positive,0.0
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Fantastic Buildings: Modern,2016-10-20,9.99,False,3 user reviews,0.0
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",Spriter: Radius-Wing SHMUP Animated Art Pack,2016-10-20,14.99,False,1 user reviews,0.0
"['Adventure', 'Casual', 'Indie']",Negligee - Dakimakuras,2016-10-19,2.99,False,Sin comentarios,0.0
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Animations Collection I: Quintessence,2016-10-20,9.99,False,6 user reviews,0.0
"['Action', 'Indie', 'Early Access']",Rogue Singularity,2016-10-19,14.99,True,5 user reviews,0.0
"['Adventure', 'Casual']",Phantasmat: Crucible Peak Collector's Edition,2016-10-19,9.99,False,2 user reviews,0.0
"['Action', 'Indie']",ReBoot,2016-10-19,1.99,False,6 user reviews,0.0
['Simulation'],TANE DLC: ATSF GP38-2 Santa FE (2 Pack),2016-10-19,17.99,False,1 user reviews,0.0
"['Action', 'Adventure', 'Indie', 'RPG']",Dawn of Warriors,2016-10-07,4.99,False,Mixed,0.0
"['Utilities', 'Video Production', 'Early Access']",Stream Buddy,2016-10-19,4.99,True,Mixed,0.0
"['Indie', 'Simulation']",On the front line,2016-10-20,4.99,False,Mixed,0.0
"['Action', 'Casual', 'Indie']",Project Hovercraft,2016-10-19,14.99,False,1 user reviews,0.0
"['Casual', 'Simulation']",Construction Simulator 2015: Liebherr HTM 1204 ZA,2016-10-20,1.99,False,Mostly Positive,0.0
['Strategy'],Talisman: The Horus Heresy - Prospero,2016-10-20,6.99,False,2 user reviews,0.0
['Simulation'],Train Simulator: DB BR 112.1 Loco Add-On,2016-10-20,19.99,False,8 user reviews,0.0
"['Simulation', 'Strategy']",Graviteam Tactics: Drive on Voronezh,2016-10-20,4.99,False,1 user reviews,0.0
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Medieval Music Pack,2016-10-20,19.99,False,Sin comentarios,0.0
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Emotional Music Pack,2016-10-20,14.99,False,Sin comentarios,0.0
"['Adventure', 'Indie']",Tales of Cosmos,2016-10-20,14.99,False,Positive,0.0
['Casual'],Happy Critters,2016-10-20,6.99,False,1 user reviews,0.0
"['Adventure', 'Casual', 'Indie']",Redrum: Dead Diary,2016-10-20,6.99,False,Mixed,0.0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - D&amp;D Map Pack Volume 1,2016-10-20,14.99,False,1 user reviews,0.0
"['Adventure', 'Indie']",Rusty Lake: Roots,2016-10-20,2.99,False,Overwhelmingly Positive,75.0
"['Simulation', 'Strategy']",Stellaris: Leviathans Story Pack,2016-10-20,9.99,False,Very Positive,0.0
"['Indie', 'Simulation', 'Early Access']",Icity - a Flight Sim ... and a City Builder,2016-10-19,18.99,True,6 user reviews,0.0
"['Action', 'Adventure', 'Indie']",The Atomy,2016-10-19,3.99,False,Mostly Negative,0.0
"['Adventure', 'Casual', 'Indie']",Negligee - Avatars,2016-10-19,2.99,False,3 user reviews,0.0
['Racing'],Paint Scheme Pack 4,2016-10-18,4.99,False,Sin comentarios,0.0
"['Indie', 'Strategy']",Galaxy of Trian Board Game,2016-06-30,4.99,False,2 user reviews,0.0
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Karugamo Contemporary BGM Pack 01,2016-10-18,9.99,False,Sin comentarios,0.0
"['Adventure', 'Indie']",Soulless: Ray Of Hope,2016-10-18,4.99,False,Mostly Positive,0.0
['Strategy'],Legends of Callasia: The Stoneborne,2016-10-17,7.99,False,1 user reviews,0.0
['Casual'],Rose of Winter,2016-10-17,11.99,False,Very Positive,0.0
"['Action', 'Adventure', 'Indie']",Porradaria 2 - Vladmirson DLC,2016-10-17,4.99,False,1 user reviews,0.0
['Casual'],Mahsung Deluxe,2016-10-17,1.99,False,1 user reviews,0.0
"['Action', 'Adventure', 'Indie', 'Early Access']",Omni Link,2016-10-17,14.99,True,Positive,0.0
"['Indie', 'Strategy']",100% Orange Juice - Acceleration Pack,2016-10-17,1.99,False,Positive,0.0
"['Action', 'Casual', 'Indie']",Super Hop 'N' Bop ULTRA,2016-10-17,1.99,False,2 user reviews,0.0
"['Adventure', 'Indie']",Invisible Apartment 3,2016-10-17,7.99,False,1 user reviews,0.0
"['Adventure', 'Free to Play', 'Indie']",Invisible Apartment 2,2016-10-17,7.99,False,Sin comentarios,0.0
"['Adventure', 'Free to Play']",Invisible Apartment Zero,2015-05-06,5.99,False,1 user reviews,0.0
"['Action', 'Casual', 'Indie']",Magical Brickout,2016-10-17,7.99,False,5 user reviews,0.0
"['Action', 'Adventure', 'Indie', 'RPG']",9th Dawn II,2016-10-17,1.99,False,Very Positive,0.0
"['Adventure', 'RPG']",Descent: Road to Legend - The Delve,2016-10-17,4.99,False,8 user reviews,0.0
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Yes - “Owner of a Lonely Heart”,2016-10-18,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Yes - “I’ve Seen All Good People”,2016-10-18,2.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Indie']",Krampus,2016-10-18,4.99,False,Mostly Negative,0.0
['RPG'],Atonement 2: Ruptured by Despair,2016-10-18,5.99,False,Mostly Positive,0.0
['Action'],Seraph - Soundtrack (OST),2016-10-18,3.99,False,1 user reviews,0.0
"['Action', 'Adventure', 'Indie']",Rogues or Heroes,2016-10-19,4.99,False,5 user reviews,0.0
['Indie'],Remind Yourself,2016-10-10,1.99,False,4 user reviews,0.0
"['Action', 'Adventure', 'Casual']",Slashy Hero,2016-10-18,6.99,False,Positive,0.0
"['Adventure', 'Casual', 'Indie', 'Simulation']",Fabulous - Angela's Fashion Fever,2016-10-19,12.99,False,Mostly Positive,0.0
"['Action', 'Casual']",Zombie Birds First Encounter Halloween,2016-10-19,6.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",NUKED KNIGHT,2016-10-19,4.99,False,Mixed,0.0
['Strategy'],SkyBoats - Original Soundtrack,2016-10-17,4.99,False,Sin comentarios,0.0
"['Casual', 'Indie', 'Simulation', 'Strategy']",Physic Monster,2016-10-19,1.99,False,Mostly Negative,0.0
"['Action', 'Casual', 'Indie']",Switch 'N' Shoot,2016-10-17,2.99,False,Positive,0.0
"['Action', 'Casual', 'Indie']",Bumper New Graphics,2016-10-17,0.99,False,Sin comentarios,0.0
['Strategy'],Star Realms - Fleets and Fortresses,2016-10-17,1.99,False,1 user reviews,0.0
"['Adventure', 'Indie']",In The Shadow Of The Truth,2016-10-17,4.99,False,8 user reviews,0.0
"['Action', 'Casual']",Omega Reaction,2016-10-17,4.99,False,2 user reviews,0.0
"['Casual', 'Indie', 'Strategy']",The Jackbox Party Pack 3,2016-10-17,24.99,False,Very Positive,0.0
"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Cool Pack,2016-10-14,0.99,False,2 user reviews,0.0
"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Critter Pack,2016-10-14,0.99,False,Sin comentarios,0.0
"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Faces #1 Pack,2016-10-14,0.99,False,Sin comentarios,0.0
"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Faces #2 Pack,2016-10-14,0.99,False,3 user reviews,0.0
"['Action', 'Casual', 'Indie']",Clickdraw Clicker,2016-10-14,0.99,False,Mostly Negative,0.0
"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Gourmand Pack,2016-10-14,0.99,False,1 user reviews,0.0
"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Faces #3 Pack,2016-10-14,0.99,False,Sin comentarios,0.0
"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Symbols Pack,2016-10-14,0.99,False,Sin comentarios,0.0
"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Wacky Pack,2016-10-14,0.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Box Maze - Halloween Skins Pack,2016-10-14,0.99,False,Sin comentarios,0.0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Shining Plume,2016-10-14,1.99,False,Mixed,0.0
['Simulation'],Proxy - Ultimate Hacker,2016-10-14,7.99,False,9 user reviews,0.0
['Casual'],Hoyle Official Casino Games,2016-10-14,19.99,False,Mostly Negative,0.0
"['Casual', 'Indie']",Bad Sector HDD,2015-09-03,0.99,False,Positive,0.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Maximum Archery The Game,2016-10-14,4.99,False,7 user reviews,0.0
"['Action', 'Indie']",MC Lars: The Video Game,2016-10-14,4.99,False,Positive,0.0
"['Adventure', 'Casual']",Lost in Reefs: Antarctic,2016-10-14,3.99,False,1 user reviews,0.0
['Indie'],Remaining in a dream,2016-10-18,0.99,False,Mixed,0.0
['Indie'],Magnetized,2016-10-17,2.99,False,5 user reviews,0.0
['Strategy'],Raging Titan,2016-10-16,4.99,False,4 user reviews,0.0
"['Action', 'Indie']",Lost Socks: Naughty Brothers,2016-10-17,9.99,False,Positive,0.0
"['Indie', 'Strategy']",Super Puzzle Sisters,2016-10-17,7.99,False,Mixed,0.0
['Casual'],Spinning Maze,2016-09-09,9.99,False,Sin comentarios,0.0
"['Casual', 'Indie', 'Strategy']",Janken Cards,2016-10-17,2.99,False,9 user reviews,0.0
"['Indie', 'Strategy']",Farabel,2016-10-14,9.99,False,Positive,0.0
"['Action', 'Indie', 'RPG']",Unepic - OST,2016-10-14,1.99,False,1 user reviews,0.0
"['Casual', 'Indie', 'Strategy']",Kombine,2016-10-14,0.99,False,Mostly Positive,0.0
"['Action', 'Indie']",Ironguard,2016-10-14,6.99,False,7 user reviews,0.0
"['Adventure', 'Indie', 'RPG']",Sorcery Is for Saps,2016-10-14,6.99,False,Positive,0.0
"['RPG', 'Strategy']",Endless Legend™ - Tempest,2016-10-14,12.99,False,Very Positive,82.0
"['Adventure', 'Indie']",Manual Samuel Official Soundtrack,2016-10-14,3.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Casual']",Cerdocornio,2016-10-12,0.99,False,Positive,0.0
"['Indie', 'Simulation', 'Early Access']",CrossWorlds: Escape,2016-10-12,14.99,True,Mostly Positive,0.0
"['Indie', 'Simulation', 'Strategy']",Predynastic Egypt,2016-10-10,9.99,False,Very Positive,0.0
"['Casual', 'Indie', 'Racing']",Razortron 2000,2016-10-12,0.99,False,Very Positive,0.0
"['Action', 'Casual']",Wonder Boy Returns,2016-10-12,14.99,False,Mostly Positive,0.0
"['Casual', 'Free to Play', 'Indie', 'Simulation']",Donation - 5,2016-10-12,4.99,False,Sin comentarios,0.0
"['Casual', 'Free to Play', 'Indie', 'Simulation']",Donation - 15,2016-10-12,14.99,False,Sin comentarios,0.0
"['Casual', 'Free to Play', 'Indie', 'Simulation']",Donation - 10,2016-10-12,9.99,False,Sin comentarios,0.0
"['Action', 'Indie', 'RPG', 'Strategy']",WARSHIFT,2016-10-12,12.99,False,Mostly Positive,0.0
['Simulation'],OMSI 2 Add-On Aachen,2016-10-13,19.99,False,Mixed,0.0
"['Action', 'Indie', 'Early Access']",AIRHEART - Tales of broken Wings,2016-10-13,14.99,True,Positive,0.0
['Indie'],AIRHEART - The Original Soundtrack,2016-10-13,3.99,False,Sin comentarios,0.0
"['Action', 'Indie']",AIRHEART - The Bonus Content,2016-10-13,2.99,False,Sin comentarios,0.0
"['Racing', 'Simulation', 'Sports']",Real Events 1: 2016 MotoGP™ Season,2016-10-13,3.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Indie']",Draw Slasher,2016-10-13,4.99,False,Mostly Positive,0.0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Tales of the Elements FC,2016-10-07,6.99,False,Mostly Positive,0.0
